freq,unit,direct,na_item,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,EUR_HAB,BAL,B5N,DED5	: 	: 	: 	: 	: 	13000 	13400 	13600 	14000 	14300 	14400 	15000 	15800 	16600 	16600 	17100 	18000 	18500 b	18900 	19300 	20100 	20700 	21600 e	22600 e	23400 e	23300 e	23900 e	: 
A,EUR_HAB,BAL,B5N,DEE	: 	: 	: 	: 	: 	11900 	12300 	12400 	12600 	12900 	13000 	13600 	14300 	15100 	15300 	15700 	16500 	17000 b	17300 	17700 	18200 	18700 	19500 e	20200 e	20800 e	21000 e	21700 e	: 
A,EUR_HAB,BAL,B5N,DEE0	: 	: 	: 	: 	: 	11900 	12300 	12400 	12600 	12900 	13000 	13600 	14300 	15100 	15300 	15700 	16500 	17000 b	17300 	17700 	18200 	18700 	19500 e	20200 e	20800 e	21000 e	21700 e	: 
A,EUR_HAB,BAL,B5N,DEF	: 	: 	: 	: 	: 	19000 	19400 	19100 	19500 	19600 	19900 	20400 	21100 	21700 	21700 	21900 	23000 	23600 b	23900 	24300 	25000 	25500 	26800 e	27800 e	28500 e	28200 e	29200 e	: 
A,EUR_HAB,BAL,B5N,DEF0	: 	: 	: 	: 	: 	19000 	19400 	19100 	19500 	19600 	19900 	20400 	21100 	21700 	21700 	21900 	23000 	23600 b	23900 	24300 	25000 	25500 	26800 e	27800 e	28500 e	28200 e	29200 e	: 
A,EUR_HAB,BAL,B5N,DEG	: 	: 	: 	: 	: 	12800 	13300 	13400 	13700 	14100 	14100 	14800 	15500 	16200 	16200 	16500 	17300 	17700 b	18100 	18400 	19000 	19500 	20400 e	21300 e	21800 e	21600 e	22400 e	: 
A,EUR_HAB,BAL,B5N,DEG0	: 	: 	: 	: 	: 	12800 	13300 	13400 	13700 	14100 	14100 	14800 	15500 	16200 	16200 	16500 	17300 	17700 b	18100 	18400 	19000 	19500 	20400 e	21300 e	21800 e	21600 e	22400 e	: 
A,EUR_HAB,BAL,B5N,DK	: 	: 	: 	: 	: 	18800 	19900 	20300 	20800 	21600 	22500 	23700 	24300 	24900 	24600 	25400 	25700 	26200 	26900 	27500 	28400 	29100 	30100 	30700 	32100 	32100 	34300 	36200 
A,EUR_HAB,BAL,B5N,DK0	: 	: 	: 	: 	: 	18800 	19900 	20300 	20800 	21600 	22500 	23700 	24300 	24900 	24600 	25400 	25700 	26200 	26900 	27500 	28400 	29100 	30100 	30700 	32100 	32100 	34300 	36200 
A,EUR_HAB,BAL,B5N,DK01	: 	: 	: 	: 	: 	21300 	22500 	23000 	23300 	24200 	25200 	26500 	27200 	28000 	28000 	28900 	29300 	29900 	30600 	31600 	32700 	33500 	34500 	35300 	37000 	36900 	39500 	41900 
A,EUR_HAB,BAL,B5N,DK02	: 	: 	: 	: 	: 	18700 	19700 	20200 	20500 	21300 	22200 	23100 	23500 	23800 	23600 	24300 	24500 	25000 	25600 	26200 	26900 	27600 	28500 	29000 	30300 	30500 	32500 	34000 
A,EUR_HAB,BAL,B5N,DK03	: 	: 	: 	: 	: 	17300 	18200 	18700 	19100 	19900 	20700 	22000 	22500 	23200 	22600 	23200 	23500 	23900 	24500 	25000 	25700 	26300 	27300 	27800 	29000 	29100 	31100 	32700 
A,EUR_HAB,BAL,B5N,DK04	: 	: 	: 	: 	: 	18200 	19300 	19600 	20200 	21000 	22000 	23300 	23900 	24300 	23900 	24500 	24800 	25200 	25900 	26200 	27100 	27800 	29000 	29400 	30700 	30800 	32900 	34700 
A,EUR_HAB,BAL,B5N,DK05	: 	: 	: 	: 	: 	16600 	17700 	18100 	18500 	19300 	20100 	21400 	22100 	22500 	22100 	22700 	23300 	23900 	24500 	24700 	25400 	26100 	27100 	27500 	28700 	28800 	30700 	32200 
A,EUR_HAB,BAL,B5N,EE	: 	: 	: 	: 	: 	2400 	2700 	3000 	3400 	3800 	4400 	5400 	6500 	7200 	6200 	6100 	6800 	7100 	7900 	8300 	9000 	9500 	10200 	11200 	12000 	11900 	13100 	14500 
A,EUR_HAB,BAL,B5N,EE0	: 	: 	: 	: 	: 	2400 	2700 	3000 	3400 	3800 	4400 	5400 	6500 	7200 	6200 	6100 	6800 	7100 	7900 	8300 	9000 	9500 	10200 	11200 	12000 	11900 	13100 	14500 
A,EUR_HAB,BAL,B5N,EE00	: 	: 	: 	: 	: 	2400 	2700 	3000 	3400 	3800 	4400 	5400 	6500 	7200 	6200 	6100 	6800 	7100 	7900 	8300 	9000 	9500 	10200 	11200 	12000 	11900 	13100 	14500 
A,EUR_HAB,BAL,B5N,EL	: 	: 	: 	: 	: 	9200 	9500 	10400 	11200 	11900 	12200 	13100 	14000 	14400 	14300 	13100 b	11900 	11000 	10400 	10200 	10200 	10200 	10400 	10600 	11200 	10500 	11500 p	: 
A,EUR_HAB,BAL,B5N,EL3	: 	: 	: 	: 	: 	10200 	10600 	11500 	12300 	14600 	14700 	16200 	17300 	17500 	17500 	15900 b	14500 	13400 	12700 	12400 	12300 	12500 	12600 	12800 	13400 	12800 	14000 p	: 
A,EUR_HAB,BAL,B5N,EL30	: 	: 	: 	: 	: 	10200 	10600 	11500 	12300 	14600 	14700 	16200 	17300 	17500 	17500 	15900 b	14500 	13400 	12700 	12400 	12300 	12500 	12600 	12800 	13400 	12800 	14000 p	: 
A,EUR_HAB,BAL,B5N,EL4	: 	: 	: 	: 	: 	9800 	9600 	10400 	11200 	10500 	10800 	12100 	12900 	13100 	13000 	12100 b	11100 	10300 	9600 	10300 	10600 	9900 	10300 	10600 	11500 	9600 	11000 p	: 
A,EUR_HAB,BAL,B5N,EL41	: 	: 	: 	: 	: 	9100 	8700 	9500 	10000 	10600 	11000 	11200 	12300 	12700 	12900 	12500 b	11200 	10500 	9900 	9300 	9400 	9200 	9300 	9000 	9300 	8600 	9300 p	: 
A,EUR_HAB,BAL,B5N,EL42	: 	: 	: 	: 	: 	11200 	10900 	11800 	12600 	11100 	10900 	12300 	13200 	13600 	13700 	14400 b	13500 	12100 	11200 	12900 	13600 	11700 	12300 	13000 	14300 	10600 	12800 p	: 
A,EUR_HAB,BAL,B5N,EL43	: 	: 	: 	: 	: 	9300 	9200 	10000 	10900 	10200 	10700 	12200 	13000 	12900 	12600 	10800 b	9800 	9200 	8700 	9200 	9300 	9200 	9600 	9800 	10600 	9400 	10500 p	: 
A,EUR_HAB,BAL,B5N,EL5	: 	: 	: 	: 	: 	8500 	8900 	9600 	10600 	10700 	11100 	11200 	12000 	12400 	12400 	11300 b	10300 	9700 	9200 	8900 	9000 	9000 	9100 	9300 	9800 	9300 	10100 p	: 
A,EUR_HAB,BAL,B5N,EL51	: 	: 	: 	: 	: 	7700 	7900 	8600 	9100 	9500 	10500 	11200 	11100 	11300 	11300 	10100 b	9100 	8700 	8100 	8000 	8100 	8100 	8300 	8400 	9000 	8300 	9100 p	: 
A,EUR_HAB,BAL,B5N,EL52	: 	: 	: 	: 	: 	7900 	8400 	9100 	10300 	10600 	11200 	11400 	12400 	12800 	12700 	11500 b	10500 	9900 	9400 	9000 	9200 	9200 	9300 	9500 	10000 	9500 	10400 p	: 
A,EUR_HAB,BAL,B5N,EL53	: 	: 	: 	: 	: 	13300 	13400 	14600 	15500 	13900 	12600 	11100 	12000 	12600 	12700 	11700 b	10900 	10700 	10200 	9900 	9900 	9500 	9700 	9800 	10400 	10000 	10600 p	: 
A,EUR_HAB,BAL,B5N,EL54	: 	: 	: 	: 	: 	9100 	9300 	10000 	10600 	10100 	10300 	10600 	11500 	12000 	12400 	11700 b	10500 	9800 	9200 	8600 	8700 	8800 	8900 	9100 	9700 	9100 	10000 p	: 
A,EUR_HAB,BAL,B5N,EL6	: 	: 	: 	: 	: 	8400 	8700 	9500 	10200 	10000 	10400 	11300 	12000 	12700 	12500 	11400 b	10200 	9400 	8900 	8600 	8600 	8500 	8800 	8900 	9500 	8900 	9700 p	: 
A,EUR_HAB,BAL,B5N,EL61	: 	: 	: 	: 	: 	7900 	8200 	8900 	9500 	9700 	10300 	11300 	12000 	13400 	12700 	11100 b	10100 	9400 	8900 	8600 	8600 	8300 	8600 	8700 	9200 	8800 	9500 p	: 
A,EUR_HAB,BAL,B5N,EL62	: 	: 	: 	: 	: 	10600 	10300 	11200 	11800 	10500 	10700 	11800 	12800 	12700 	12800 	12600 b	11500 	10900 	10400 	11000 	11100 	11300 	11700 	12500 	13700 	11100 	13000 p	: 
A,EUR_HAB,BAL,B5N,EL63	: 	: 	: 	: 	: 	8300 	8800 	9600 	10200 	9700 	9800 	10800 	11400 	12200 	12000 	10700 b	9500 	8600 	8100 	7900 	7900 	7900 	8100 	8200 	8700 	8400 	8900 p	: 
A,EUR_HAB,BAL,B5N,EL64	: 	: 	: 	: 	: 	10300 	10700 	11600 	12500 	11500 	11900 	11400 	12300 	12500 	12600 	11700 b	10400 	9600 	9000 	8700 	8500 	8400 	8600 	8600 	9100 	8700 	9300 p	: 
A,EUR_HAB,BAL,B5N,EL65	: 	: 	: 	: 	: 	6900 	7000 	7600 	8300 	9300 	9500 	11400 	12200 	12400 	12800 	11700 b	10400 	9600 	9000 	8700 	8700 	8700 	8900 	9000 	9700 	9100 	9800 p	: 
A,EUR_HAB,BAL,B5N,ES	: 	: 	: 	: 	: 	11200 	12100 	12600 	13200 	13800 	14400 	15200 	15900 	16100 	15200 	15100 	15100 	14200 	14100 	14300 	14900 	15300 	15900 	16400 	17100 	15900 	17000 p	: 
A,EUR_HAB,BAL,B5N,ES1	: 	: 	: 	: 	: 	9200 	9900 	10400 	11000 	11600 	12400 	13200 	14000 	14400 	13500 	13500 	13500 	12600 	12600 	12700 	13200 	13500 	14000 	14500 	15200 	14200 	15200 p	: 
A,EUR_HAB,BAL,B5N,ES11	: 	: 	: 	: 	: 	8800 	9500 	10000 	10500 	11100 	11900 	12600 	13500 	13900 	13100 	13100 	13100 	12300 	12300 	12500 	12900 	13300 	13800 	14300 	15000 	14100 	15000 p	: 
A,EUR_HAB,BAL,B5N,ES12	: 	: 	: 	: 	: 	9400 	10200 	10700 	11300 	11900 	12800 	13700 	14600 	15000 	13900 	14000 	14100 	13100 	12900 	13000 	13400 	13500 	14200 	14600 	15100 	14200 	15300 p	: 
A,EUR_HAB,BAL,B5N,ES13	: 	: 	: 	: 	: 	10600 	11600 	12200 	12700 	13200 	14100 	14900 	15600 	15900 	14700 	14400 	14300 	13300 	13200 	13500 	13900 	14400 	15000 	15600 	16000 	14900 	15900 p	: 
A,EUR_HAB,BAL,B5N,ES2	: 	: 	: 	: 	: 	13300 	14400 	14900 	15600 	16300 	17100 	18000 	18900 	19400 	18100 	18100 	18100 	17100 	16900 	17000 	17600 	18100 	18800 	19200 	20000 	18600 	19700 p	: 
A,EUR_HAB,BAL,B5N,ES21	: 	: 	: 	: 	: 	13800 	15000 	15500 	16300 	17000 	17800 	18900 	19900 	20700 	19200 	19300 	19300 	18300 	18200 	18200 	18800 	19400 	20200 	20600 	21600 	19900 	21100 p	: 
A,EUR_HAB,BAL,B5N,ES22	: 	: 	: 	: 	: 	14500 	15500 	16000 	16700 	17400 	18200 	19100 	19900 	20300 	19000 	18900 	19100 	17700 	17500 	17600 	18200 	18500 	19100 	19400 	20200 	18400 	19700 p	: 
A,EUR_HAB,BAL,B5N,ES23	: 	: 	: 	: 	: 	12600 	13600 	13900 	14600 	14900 	15400 	16300 	16700 	17000 	15700 	15700 	15800 	14700 	14800 	15000 	15600 	15900 	16500 	17100 	17500 	16400 	17200 p	: 
A,EUR_HAB,BAL,B5N,ES24	: 	: 	: 	: 	: 	12100 	13000 	13700 	14300 	14800 	15600 	16500 	17300 	17500 	16400 	16300 	16300 	15400 	15200 	15300 	15700 	16200 	16900 	17400 	18100 	17200 	18000 p	: 
A,EUR_HAB,BAL,B5N,ES3	: 	: 	: 	: 	: 	15000 	16300 	16600 	17200 	18200 	19200 	20400 	21000 	21400 	20700 	20600 	20900 	19700 	19700 	20000 	20900 	21500 	22200 	22700 	23800 	22100 	23500 p	: 
A,EUR_HAB,BAL,B5N,ES30	: 	: 	: 	: 	: 	15000 	16300 	16600 	17200 	18200 	19200 	20400 	21000 	21400 	20700 	20600 	20900 	19700 	19700 	20000 	20900 	21500 	22200 	22700 	23800 	22100 	23500 p	: 
A,EUR_HAB,BAL,B5N,ES4	: 	: 	: 	: 	: 	9200 	10000 	10500 	11000 	11500 	12100 	12800 	13500 	13600 	12900 	12900 	12800 	12000 	11900 	12000 	12500 	12800 	13400 	13800 	14400 	13800 	14600 p	: 
A,EUR_HAB,BAL,B5N,ES41	: 	: 	: 	: 	: 	10200 	11000 	11500 	12000 	12600 	13300 	14100 	14800 	15100 	14200 	14200 	14200 	13400 	13200 	13300 	13800 	14100 	14600 	15200 	15800 	15000 	15900 p	: 
A,EUR_HAB,BAL,B5N,ES42	: 	: 	: 	: 	: 	8900 	9700 	10300 	10900 	11300 	11900 	12400 	13000 	13100 	12500 	12400 	12200 	11400 	11400 	11400 	11900 	12400 	12900 	13300 	13900 	13400 	14300 p	: 
A,EUR_HAB,BAL,B5N,ES43	: 	: 	: 	: 	: 	7400 	8000 	8400 	8900 	9300 	9900 	10500 	11000 	11200 	10700 	10800 	10600 	9900 	10000 	10000 	10400 	10800 	11400 	11600 	12100 	11600 	12400 p	: 
A,EUR_HAB,BAL,B5N,ES5	: 	: 	: 	: 	: 	12500 	13500 	13900 	14400 	15000 	15600 	16400 	17000 	17100 	16000 	16000 	15900 	15000 	14900 	15200 	15900 	16400 	17000 	17500 	18200 	16600 	17800 p	: 
A,EUR_HAB,BAL,B5N,ES51	: 	: 	: 	: 	: 	13500 	14500 	15000 	15700 	16300 	17100 	17900 	18700 	18900 	17900 	17900 	17800 	16800 	16800 	17100 	17800 	18400 	19000 	19400 	20200 	18500 	19800 p	: 
A,EUR_HAB,BAL,B5N,ES52	: 	: 	: 	: 	: 	10700 	11600 	12000 	12400 	12800 	13200 	13800 	14300 	14400 	13300 	13100 	13100 	12200 	12100 	12400 	12900 	13300 	13900 	14300 	15000 	14000 	14900 p	: 
A,EUR_HAB,BAL,B5N,ES53	: 	: 	: 	: 	: 	14100 	15100 	15300 	15400 	16000 	16500 	17100 	17400 	17300 	16100 	15900 	15900 	15100 	15000 	15300 	16000 	16800 	17400 	18100 	18700 	15500 	17200 p	: 
A,EUR_HAB,BAL,B5N,ES6	: 	: 	: 	: 	: 	8400 	9100 	9500 	10100 	10700 	11200 	11800 	12300 	12300 	11700 	11600 	11500 	10700 	10700 	10700 	11200 	11400 	11900 	12500 	13100 	12300 	13300 p	: 
A,EUR_HAB,BAL,B5N,ES61	: 	: 	: 	: 	: 	8200 	8900 	9300 	9900 	10500 	11000 	11700 	12100 	12200 	11600 	11400 	11300 	10600 	10500 	10600 	11000 	11200 	11700 	12300 	12900 	12100 	13000 p	: 
A,EUR_HAB,BAL,B5N,ES62	: 	: 	: 	: 	: 	9100 	9900 	10400 	10900 	11400 	12000 	12500 	13100 	13300 	12400 	12400 	12200 	11500 	11500 	11500 	12000 	12400 	12900 	13400 	14100 	13400 	14300 p	: 
A,EUR_HAB,BAL,B5N,ES63	: 	: 	: 	: 	: 	10100 	10700 	11300 	12100 	12700 	13500 	14000 	14200 	14500 	13900 	13600 	13300 	12300 	12600 	12500 	12900 	13100 	13100 	13500 	14300 	13700 	14700 p	: 
A,EUR_HAB,BAL,B5N,ES64	: 	: 	: 	: 	: 	10300 	10800 	11200 	11900 	12900 	13200 	13700 	13700 	13500 	12900 	12600 	12300 	11200 	11300 	11400 	11700 	12000 	12100 	12600 	13200 	12300 	13200 p	: 
A,EUR_HAB,BAL,B5N,ES7	: 	: 	: 	: 	: 	11000 	11800 	12200 	12600 	12800 	13200 	13500 	13800 	13700 	12900 	12800 	12800 	12000 	11900 	12000 	12400 	12800 	13300 	13600 	14100 	12400 	13500 p	: 
A,EUR_HAB,BAL,B5N,ES70	: 	: 	: 	: 	: 	11000 	11800 	12200 	12600 	12800 	13200 	13500 	13800 	13700 	12900 	12800 	12800 	12000 	11900 	12000 	12400 	12800 	13300 	13600 	14100 	12400 	13500 p	: 
A,EUR_HAB,BAL,B5N,EU27_2020	: 	: 	: 	: 	: 	12600 	13200 	13500 	13800 	14200 	14700 	15400 	16200 	16800 	16100 	16400 	16900 	17000 	17100 	17400 	17800 	18200 	18900 	19600 	20100 	19500 	20700 	: 
A,EUR_HAB,BAL,B5N,FI	: 	: 	: 	: 	: 	15300 	16100 	16500 	16900 	17700 	18200 	19000 	20200 	21200 	20700 	21200 	22100 	22600 	22800 	22900 	23100 	23500 	23700 	24500 	25200 	24800 	26400 	: 
A,EUR_HAB,BAL,B5N,FI1	: 	: 	: 	: 	: 	15300 	16100 	16500 	16900 	17700 	18200 	19000 	20200 	21200 	20700 	21200 	22100 	22500 	22700 	22800 	23100 	23500 	23700 	24500 	25200 	24800 	26400 	: 
A,EUR_HAB,BAL,B5N,FI19	: 	: 	: 	: 	: 	13800 	14600 	15100 	15500 	16200 	16600 	17500 	18800 	19700 	19000 	19400 	20300 	20800 	21200 	21100 	21300 	21600 	21900 	22400 	22900 	22800 	24200 	: 
A,EUR_HAB,BAL,B5N,FI1B	: 	: 	: 	: 	: 	20000 	20900 	21300 	21700 	22500 	23200 	23900 	25200 	26500 	26400 	26700 	27700 	28100 	28000 	28200 	28600 	29100 	29000 	30100 	30800 	30200 	32800 	: 
A,EUR_HAB,BAL,B5N,FI1C	: 	: 	: 	: 	: 	14500 	15200 	15600 	16000 	16600 	17100 	18000 	19000 	19900 	19300 	19700 	20500 	21000 	21200 	21200 	21400 	21700 	22000 	22600 	23400 	22900 	24200 	: 
A,EUR_HAB,BAL,B5N,FI1D	: 	: 	: 	: 	: 	12400 	13100 	13500 	14000 	14700 	15100 	15900 	17100 	17800 	17200 	17800 	18700 	19000 	19500 	19600 	19700 	20100 	20500 	21200 	21900 	21400 	22000 	: 
A,EUR_HAB,BAL,B5N,FI2	: 	: 	: 	: 	: 	19200 	20100 	20900 	21600 	22500 	22100 	21400 	22900 	25600 	25700 	26000 	27100 	27000 	27600 	27500 	28300 	28400 	27600 	28000 	28800 	28100 	30500 	: 
A,EUR_HAB,BAL,B5N,FI20	: 	: 	: 	: 	: 	19200 	20100 	20900 	21600 	22500 	22100 	21400 	22900 	25600 	25700 	26000 	27100 	27000 	27600 	27500 	28300 	28400 	27600 	28000 	28800 	28100 	30500 	: 
A,EUR_HAB,BAL,B5N,FR	: 	: 	: 	: 	: 	16300 	17000 	17400 	17700 	18300 	18700 	19500 	20300 	20800 	20400 	20800 	21300 	21600 	21500 	21700 	21900 	22200 	22700 	23200 	23400 	22400 	24000 p	: 
A,EUR_HAB,BAL,B5N,FR1	: 	: 	: 	: 	: 	22900 	23900 	24600 	24900 	25600 	25800 	26900 	28300 	28800 	28100 	28800 	29300 	29900 	29700 	30100 	30400 	30800 	31500 	32400 	33200 	32800 	34700 p	: 
A,EUR_HAB,BAL,B5N,FR10	: 	: 	: 	: 	: 	22900 	23900 	24600 	24900 	25600 	25800 	26900 	28300 	28800 	28100 	28800 	29300 	29900 	29700 	30100 	30400 	30800 	31500 	32400 	33200 	32800 	34700 p	: 
A,EUR_HAB,BAL,B5N,FRB	: 	: 	: 	: 	: 	15700 	16300 	16600 	17000 	17600 	17800 	18600 	19200 	19900 	19400 	19800 	20100 	20300 	20200 	20400 	20500 	20700 	21100 	21500 	21300 	20100 	21800 p	: 
A,EUR_HAB,BAL,B5N,FRB0	: 	: 	: 	: 	: 	15700 	16300 	16600 	17000 	17600 	17800 	18600 	19200 	19900 	19400 	19800 	20100 	20300 	20200 	20400 	20500 	20700 	21100 	21500 	21300 	20100 	21800 p	: 
A,EUR_HAB,BAL,B5N,FRC	: 	: 	: 	: 	: 	15100 	15600 	16100 	16400 	17000 	17300 	17700 	18800 	18800 	18400 	18800 	19300 	19400 	19400 	19800 	19900 	20000 	20500 	21000 	20800 	20000 	22000 p	: 
A,EUR_HAB,BAL,B5N,FRC1	: 	: 	: 	: 	: 	15200 	15500 	15900 	16300 	16900 	17300 	17800 	19000 	18900 	18500 	18800 	19200 	19500 	19500 	19800 	19700 	19700 	20200 	20700 	20500 	19900 	21900 p	: 
A,EUR_HAB,BAL,B5N,FRC2	: 	: 	: 	: 	: 	14900 	15800 	16300 	16600 	17100 	17300 	17600 	18500 	18800 	18300 	18800 	19600 	19400 	19400 	19800 	20100 	20400 	21000 	21400 	21200 	20100 	22100 p	: 
A,EUR_HAB,BAL,B5N,FRD	: 	: 	: 	: 	: 	14700 	15300 	15700 	16100 	16600 	17000 	17700 	18300 	19100 	18600 	18900 	19200 	19500 	19500 	19700 	19800 	19800 	20300 	20800 	20800 	19700 	20900 p	: 
A,EUR_HAB,BAL,B5N,FRD1	: 	: 	: 	: 	: 	14100 	14600 	14900 	15300 	15800 	16200 	16800 	17400 	18200 	17900 	18300 	18400 	18700 	18700 	18900 	19000 	19100 	19700 	20200 	20100 	19200 	20300 p	: 
A,EUR_HAB,BAL,B5N,FRD2	: 	: 	: 	: 	: 	15200 	15900 	16300 	16800 	17300 	17700 	18400 	19000 	19800 	19200 	19500 	19800 	20200 	20100 	20300 	20400 	20400 	20900 	21300 	21300 	20100 	21300 p	: 
A,EUR_HAB,BAL,B5N,FRE	: 	: 	: 	: 	: 	13800 	14400 	14700 	15100 	15600 	16100 	16700 	17200 	18100 	17600 	17900 	18300 	18500 	18400 	18600 	18800 	18900 	19300 	19800 	19900 	18900 	20100 p	: 
A,EUR_HAB,BAL,B5N,FRE1	: 	: 	: 	: 	: 	13200 	13800 	14200 	14500 	15000 	15500 	16000 	16700 	17400 	17000 	17400 	17800 	18000 	17900 	18100 	18400 	18500 	18900 	19400 	19400 	18500 	19800 p	: 
A,EUR_HAB,BAL,B5N,FRE2	: 	: 	: 	: 	: 	15100 	15600 	16000 	16400 	16900 	17400 	17900 	18200 	19500 	18700 	19000 	19300 	19600 	19500 	19700 	19800 	19800 	20300 	20800 	20800 	19600 	20900 p	: 
A,EUR_HAB,BAL,B5N,FRF	: 	: 	: 	: 	: 	15300 	16200 	16600 	16900 	17500 	17600 	18300 	18900 	19200 	18800 	19100 	19900 	20000 	20100 	20300 	20700 	20700 	21200 	21800 	21700 	21100 	23900 p	: 
A,EUR_HAB,BAL,B5N,FRF1	: 	: 	: 	: 	: 	16700 	18000 	18500 	18700 	19300 	19500 	19700 	20400 	20800 	20300 	20600 	21500 	21700 	21800 	22100 	22500 	22600 	23100 	23700 	23500 	22600 	25700 p	: 
A,EUR_HAB,BAL,B5N,FRF2	: 	: 	: 	: 	: 	15200 	15400 	15800 	16100 	16800 	16600 	17400 	18500 	18600 	18200 	18300 	18800 	19000 	19000 	19200 	19200 	19200 	19800 	20400 	20400 	20200 	22700 p	: 
A,EUR_HAB,BAL,B5N,FRF3	: 	: 	: 	: 	: 	14200 	15200 	15700 	15900 	16500 	16700 	17700 	18000 	18400 	18000 	18200 	19200 	19200 	19400 	19600 	20000 	20000 	20600 	20900 	20900 	20400 	23100 p	: 
A,EUR_HAB,BAL,B5N,FRG	: 	: 	: 	: 	: 	14900 	15500 	15700 	16000 	16400 	17000 	18000 	18500 	19000 	18800 	19100 	19300 	19700 	19800 	19900 	20100 	20400 	20800 	21300 	21200 	19900 	21000 p	: 
A,EUR_HAB,BAL,B5N,FRG0	: 	: 	: 	: 	: 	14900 	15500 	15700 	16000 	16400 	17000 	18000 	18500 	19000 	18800 	19100 	19300 	19700 	19800 	19900 	20100 	20400 	20800 	21300 	21200 	19900 	21000 p	: 
A,EUR_HAB,BAL,B5N,FRH	: 	: 	: 	: 	: 	14600 	15300 	15300 	15600 	16100 	17000 	17500 	18000 	18800 	18600 	18900 	19400 	19500 	19400 	19600 	19600 	20000 	20400 	20900 	20800 	19700 	20600 p	: 
A,EUR_HAB,BAL,B5N,FRH0	: 	: 	: 	: 	: 	14600 	15300 	15300 	15600 	16100 	17000 	17500 	18000 	18800 	18600 	18900 	19400 	19500 	19400 	19600 	19600 	20000 	20400 	20900 	20800 	19700 	20600 p	: 
A,EUR_HAB,BAL,B5N,FRI	: 	: 	: 	: 	: 	14700 	15400 	15700 	16000 	16500 	17100 	17900 	18500 	18900 	18500 	18900 	19300 	19400 	19300 	19600 	19700 	19900 	20400 	20900 	20900 	19800 	20900 p	: 
A,EUR_HAB,BAL,B5N,FRI1	: 	: 	: 	: 	: 	15100 	15700 	16000 	16300 	16800 	17600 	18500 	19100 	19400 	19000 	19400 	19900 	20000 	19900 	20200 	20300 	20700 	21100 	21700 	21600 	20400 	21400 p	: 
A,EUR_HAB,BAL,B5N,FRI2	: 	: 	: 	: 	: 	14500 	15100 	15400 	15800 	16300 	16900 	17400 	17500 	18200 	17600 	18000 	18400 	18400 	18200 	18600 	18500 	18800 	19100 	19600 	19700 	19100 	20200 p	: 
A,EUR_HAB,BAL,B5N,FRI3	: 	: 	: 	: 	: 	14200 	14800 	15100 	15500 	15900 	16400 	17200 	17700 	18300 	17900 	18300 	18600 	18800 	18700 	19000 	19000 	18900 	19500 	20000 	20000 	19000 	20000 p	: 
A,EUR_HAB,BAL,B5N,FRJ	: 	: 	: 	: 	: 	14100 	14700 	14900 	15200 	15600 	16400 	17300 	17900 	18300 	18000 	18400 	18700 	19000 	18900 	19200 	19300 	19600 	19900 	20400 	20400 	19100 	19900 p	: 
A,EUR_HAB,BAL,B5N,FRJ1	: 	: 	: 	: 	: 	13300 	13800 	14100 	14400 	14700 	15300 	16100 	16800 	17300 	16900 	17200 	17500 	17700 	17500 	17700 	17900 	18100 	18400 	18800 	18800 	17500 	18100 p	: 
A,EUR_HAB,BAL,B5N,FRJ2	: 	: 	: 	: 	: 	14800 	15400 	15700 	16000 	16400 	17300 	18300 	18900 	19200 	19000 	19400 	19800 	20200 	20200 	20500 	20700 	20900 	21400 	21900 	21900 	20700 	21500 p	: 
A,EUR_HAB,BAL,B5N,FRK	: 	: 	: 	: 	: 	16200 	16900 	17300 	17600 	18100 	18600 	19700 	20400 	20700 	20200 	20600 	21200 	21600 	21600 	22000 	22200 	22500 	23000 	23500 	23600 	22600 	24400 p	: 
A,EUR_HAB,BAL,B5N,FRK1	: 	: 	: 	: 	: 	14600 	15100 	15500 	15900 	16400 	16900 	17500 	18000 	18700 	18200 	18600 	18900 	19400 	19400 	19600 	19600 	20000 	20200 	20600 	20800 	20000 	21500 p	: 
A,EUR_HAB,BAL,B5N,FRK2	: 	: 	: 	: 	: 	16500 	17300 	17700 	18000 	18500 	19000 	20100 	21000 	21200 	20600 	21100 	21700 	22100 	22100 	22400 	22700 	23100 	23600 	24100 	24200 	23200 	25000 p	: 
A,EUR_HAB,BAL,B5N,FRL	: 	: 	: 	: 	: 	15200 	15900 	16300 	16600 	17100 	17700 	18400 	18900 	19800 	19700 	20200 	20700 	20900 	20900 	21000 	21200 	21600 	22000 	22600 	22700 	21300 	22900 p	: 
A,EUR_HAB,BAL,B5N,FRL0	: 	: 	: 	: 	: 	15200 	15900 	16300 	16600 	17100 	17700 	18400 	18900 	19800 	19700 	20200 	20700 	20900 	20900 	21000 	21200 	21600 	22000 	22600 	22700 	21300 	22900 p	: 
A,EUR_HAB,BAL,B5N,FRM	: 	: 	: 	: 	: 	12800 	13100 	13500 	14000 	14400 	15100 	16100 	16900 	17800 	18100 	18400 	18400 	19600 	19500 	19200 	19300 	19400 	20100 	20700 	21300 	19700 	20600 p	: 
